0	0	4.50	0.37	381.89	101.09	2047.50	236.53
0	1	4.46	0.34	297.43	93.75	1839.87	33.33
0	2	4.77	0.34	81.08	93.71	2084.11	235.70
0	3	4.79	0.35	254.88	96.03	2026.03	225.02
1	0	3.22	0.32	54.65	87.89	1839.87	33.33
1	1	3.80	0.32	-133.18	89.10	1899.27	260.35
1	2	2.94	0.31	42.43	86.80	1981.69	292.63
1	3	3.92	0.32	-67.83	89.44	1811.39	243.69
2	0	3.10	0.31	40.82	87.46	1839.87	33.33
2	1	3.92	0.32	-83.50	89.49	2013.86	261.47
2	2	4.26	0.33	23.75	90.54	1813.71	227.17
2	3	4.08	0.32	-70.29	90.07	1806.77	238.98
3	0	4.67	0.34	-327.22	94.79	1915.27	258.40
3	1	3.00	0.32	-131.55	87.83	1839.87	33.33
3	2	2.83	0.31	69.52	86.61	1839.87	33.33
3	3	3.85	0.33	18.84	90.62	1839.87	33.33
4	0	2.98	0.34	195.56	96.13	1839.87	33.33
4	1	3.73	0.32	66.32	88.89	1839.87	33.33
4	2	2.84	0.31	131.82	86.61	1839.87	33.33
4	3	3.99	0.32	123.76	89.72	1799.46	225.13
5	0	3.11	0.35	45.14	95.17	1839.87	33.33
5	1	3.43	0.32	-49.77	89.92	1662.84	252.11
5	2	3.82	0.38	-18.07	104.90	1839.87	33.33
5	3	2.96	0.34	-12.00	93.26	1839.87	33.33
6	0	3.80	0.45	-104.57	124.71	1839.87	33.33
6	1	4.16	0.43	-196.00	115.38	1839.87	33.33
6	2	4.15	0.41	-120.55	110.64	1839.87	33.33
6	3	4.24	0.52	-205.05	140.89	1839.87	33.33
7	0	3.65	0.41	-63.33	112.73	1839.87	33.33
7	1	3.08	0.38	7.35	102.73	1839.87	33.33
7	2	3.10	0.38	67.33	108.28	1839.87	33.33
7	3	3.80	0.55	-134.67	146.98	1839.87	33.33
8	0	3.56	0.08	0.00	0.00	1839.87	33.33
8	1	3.56	0.08	0.00	0.00	1839.87	33.33
8	2	3.56	0.08	0.00	0.00	1839.87	33.33
8	3	3.56	0.08	0.00	0.00	1839.87	33.33
9	0	2.56	0.44	498.34	121.89	1839.87	33.33
9	1	4.27	0.48	54.49	128.11	1839.87	33.33
9	2	3.34	0.40	38.22	108.37	1839.87	33.33
9	3	5.04	0.51	-133.13	136.60	1839.87	33.33
10	0	4.33	0.43	-157.04	116.11	1839.87	33.33
10	1	3.56	0.08	0.00	0.00	1839.87	33.33
10	2	3.24	0.55	200.40	148.63	1839.87	33.33
10	3	4.67	0.50	-347.32	132.61	1839.87	33.33
11	0	2.63	0.36	375.30	101.26	1839.87	33.33
11	1	4.35	0.42	47.12	115.11	1613.82	267.17
11	2	4.68	0.40	-132.86	112.41	1839.87	33.33
11	3	3.92	0.45	82.45	121.71	1839.87	33.33
12	0	3.07	0.33	56.26	90.80	1853.80	282.82
12	1	2.91	0.31	28.84	86.97	1839.87	33.33
12	2	2.96	0.31	-17.48	86.97	1839.87	33.33
12	3	3.79	0.34	-53.85	94.06	1725.81	254.22
13	0	2.82	0.35	-10.45	96.36	1839.87	33.33
13	1	3.10	0.47	11.46	127.96	1839.87	33.33
13	2	3.11	0.37	-63.47	100.54	1839.87	33.33
13	3	3.56	0.08	-237.12	129.83	1839.87	33.33
14	0	4.26	0.38	-203.78	105.24	1839.87	33.33
14	1	3.61	0.47	-303.96	130.89	1839.87	33.33
14	2	3.38	0.38	-165.70	107.54	1839.87	33.33
14	3	2.67	0.36	80.55	99.08	1839.87	33.33
15	0	3.56	0.08	-11.42	95.82	1839.87	33.33
15	1	3.37	0.32	-82.59	88.41	1804.15	266.47
15	2	4.20	0.33	-128.20	91.41	1553.50	223.16
15	3	2.92	0.39	3.05	104.90	1839.87	33.33
16	0	2.26	0.32	109.82	88.21	1839.87	33.33
16	1	3.88	0.33	-35.20	92.52	1515.13	226.51
16	2	4.03	0.32	-86.31	90.18	1808.90	242.58
16	3	3.86	0.39	-158.93	106.34	1839.87	33.33
17	0	3.76	0.35	-158.91	95.36	1839.87	33.33
17	1	3.33	0.33	-95.45	90.36	1839.87	33.33
17	2	3.68	0.32	-168.33	89.19	1799.45	260.75
17	3	3.77	0.35	-139.11	95.16	1839.87	33.33
18	0	3.92	0.35	-80.14	96.37	1839.87	33.33
18	1	2.32	0.31	41.29	86.85	1839.87	33.33
18	2	2.47	0.31	19.02	86.05	1839.87	33.33
18	3	2.45	0.32	11.02	88.42	2057.76	355.22
19	0	3.18	0.34	-27.37	92.91	1839.87	33.33
19	1	3.46	0.33	-55.40	91.39	1883.01	276.43
19	2	3.56	0.08	101.42	84.58	1839.87	33.33
19	3	3.44	0.35	-37.14	95.04	1839.87	33.33
